lng,lat,parcel_id,geometry
-101.79563987365466,35.30901955367194,1312337923,"POLYGON ((-101.795539840892 35.3090284222647, -101.803416791632 35.3090268639252, -101.812240042905 35.3090245075333, -101.812282809981 35.3083525409466, -101.812145254109 35.3071974495835, -101.811716067696 35.3044372574321, -101.811420075319 35.302533484858, -101.811165879595 35.3025652706757, -101.810808230439 35.300388383895, -101.811072861577 35.3003877015816, -101.810122311385 35.29446643661, -101.795486993006 35.2945159538594, -101.79553987431 35.3090191916404, -101.795539840892 35.3090284222647))"
