lng,lat
-101.79563987365466,35.30901955367194
-101.7902462877585,35.30912890921853
-101.78478684895343,35.30912939285544
-101.77932741014835,35.30912987649234
-101.77752166628447,35.30541844954008
-101.77749909932038,35.299959057354826
-101.77747653235629,35.294499665169575
-101.78285055123665,35.294384618539816
-101.78830997327796,35.29439815645334
-101.79376939531927,35.294411694366865
-101.79560006445001,35.298100748594294
-101.79561997037237,35.303560151130704
