lng,lat,parcel_id,geometry
-101.7902462877585,35.30912890921853,1312338842,"POLYGON ((-101.795539840892 35.3090284222647, -101.795381030267 35.3090284543452, -101.777636595966 35.3090300262766, -101.77760634851 35.3237915027561, -101.77760644652 35.3238101573736, -101.795509202956 35.3238452473102, -101.795539840892 35.3090284222647))"
-101.77752166628449,35.30541844954008,1312336209,"POLYGON ((-101.777576416348 35.2944713938042, -101.765517924962 35.2944728240551, -101.76556561837 35.3090296228254, -101.777560441879 35.309030035694, -101.777636595966 35.3090300262766, -101.777576416348 35.2944713938042))"
-101.78285055123663,35.294384618539816,1312338537,"POLYGON ((-101.795486993006 35.2945159538594, -101.795502411175 35.2893980945135, -101.793834890857 35.2894697663, -101.782063143917 35.2871909578871, -101.782048905939 35.2944826309803, -101.795486993006 35.2945159538594))"
